T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,
,,,,
YEAR ,REGION,COUNTY,GRADE,ENROLLMENT
2014-2015,11,PALO PINTO COUNTY,Grade  3,383
2014-2015,11,PALO PINTO COUNTY,Grade  4,323
2014-2015,11,PALO PINTO COUNTY,Grade  5,324
2014-2015,11,PALO PINTO COUNTY,Grade  6,321
2014-2015,11,PALO PINTO COUNTY,Grade  7,332
2014-2015,11,PALO PINTO COUNTY,Grade  8,372
2014-2015,11,PALO PINTO COUNTY,Grade  9,357
2014-2015,11,PALO PINTO COUNTY,Grade 10,318
2014-2015,11,PALO PINTO COUNTY,Grade 11,313
2014-2015,11,PALO PINTO COUNTY,Grade 12,291
2014-2015,7,PANOLA COUNTY,Early Education,15
2014-2015,7,PANOLA COUNTY,Pre-kindergarten,166
2014-2015,7,PANOLA COUNTY,Kindergarten,295
2014-2015,7,PANOLA COUNTY,Grade  1,296
2014-2015,7,PANOLA COUNTY,Grade  2,328
2014-2015,7,PANOLA COUNTY,Grade  3,264
2014-2015,7,PANOLA COUNTY,Grade  4,315
2014-2015,7,PANOLA COUNTY,Grade  5,284
2014-2015,7,PANOLA COUNTY,Grade  6,275
2014-2015,7,PANOLA COUNTY,Grade  7,286
2014-2015,7,PANOLA COUNTY,Grade  8,336
2014-2015,7,PANOLA COUNTY,Grade  9,334
2014-2015,7,PANOLA COUNTY,Grade 10,301
2014-2015,7,PANOLA COUNTY,Grade 11,284
2014-2015,7,PANOLA COUNTY,Grade 12,257
2014-2015,11,PARKER COUNTY,Early Education,71
2014-2015,11,PARKER COUNTY,Pre-kindergarten,455
2014-2015,11,PARKER COUNTY,Kindergarten,1408
2014-2015,11,PARKER COUNTY,Grade  1,1633
2014-2015,11,PARKER COUNTY,Grade  2,1514
2014-2015,11,PARKER COUNTY,Grade  3,1459
2014-2015,11,PARKER COUNTY,Grade  4,1539
2014-2015,11,PARKER COUNTY,Grade  5,1454
2014-2015,11,PARKER COUNTY,Grade  6,1611
2014-2015,11,PARKER COUNTY,Grade  7,1489
2014-2015,11,PARKER COUNTY,Grade  8,1586
2014-2015,11,PARKER COUNTY,Grade  9,1546
2014-2015,11,PARKER COUNTY,Grade 10,1593
2014-2015,11,PARKER COUNTY,Grade 11,1392
2014-2015,11,PARKER COUNTY,Grade 12,1353
2014-2015,16,PARMER COUNTY,Early Education,11
2014-2015,16,PARMER COUNTY,Pre-kindergarten,143
2014-2015,16,PARMER COUNTY,Kindergarten,199
2014-2015,16,PARMER COUNTY,Grade  1,158
2014-2015,16,PARMER COUNTY,Grade  2,173
2014-2015,16,PARMER COUNTY,Grade  3,190
2014-2015,16,PARMER COUNTY,Grade  4,165
2014-2015,16,PARMER COUNTY,Grade  5,179
2014-2015,16,PARMER COUNTY,Grade  6,170
2014-2015,16,PARMER COUNTY,Grade  7,178
2014-2015,16,PARMER COUNTY,Grade  8,177
2014-2015,16,PARMER COUNTY,Grade  9,184
2014-2015,16,PARMER COUNTY,Grade 10,157
2014-2015,16,PARMER COUNTY,Grade 11,148
2014-2015,16,PARMER COUNTY,Grade 12,149
2014-2015,18,PECOS COUNTY,Early Education,16
2014-2015,18,PECOS COUNTY,Pre-kindergarten,84
2014-2015,18,PECOS COUNTY,Kindergarten,291
2014-2015,18,PECOS COUNTY,Grade  1,258
2014-2015,18,PECOS COUNTY,Grade  2,285
2014-2015,18,PECOS COUNTY,Grade  3,222
2014-2015,18,PECOS COUNTY,Grade  4,255
2014-2015,18,PECOS COUNTY,Grade  5,245
2014-2015,18,PECOS COUNTY,Grade  6,204
2014-2015,18,PECOS COUNTY,Grade  7,215
2014-2015,18,PECOS COUNTY,Grade  8,235
2014-2015,18,PECOS COUNTY,Grade  9,269
2014-2015,18,PECOS COUNTY,Grade 10,233
2014-2015,18,PECOS COUNTY,Grade 11,211
2014-2015,18,PECOS COUNTY,Grade 12,185
2014-2015,6,POLK COUNTY,Early Education,17
2014-2015,6,POLK COUNTY,Pre-kindergarten,272
2014-2015,6,POLK COUNTY,Kindergarten,545
2014-2015,6,POLK COUNTY,Grade  1,536
2014-2015,6,POLK COUNTY,Grade  2,567
2014-2015,6,POLK COUNTY,Grade  3,534
2014-2015,6,POLK COUNTY,Grade  4,508
2014-2015,6,POLK COUNTY,Grade  5,478
2014-2015,6,POLK COUNTY,Grade  6,501
2014-2015,6,POLK COUNTY,Grade  7,514
2014-2015,6,POLK COUNTY,Grade  8,509
2014-2015,6,POLK COUNTY,Grade  9,532
2014-2015,6,POLK COUNTY,Grade 10,457
2014-2015,6,POLK COUNTY,Grade 11,470
2014-2015,6,POLK COUNTY,Grade 12,410
2014-2015,16,POTTER COUNTY,Early Education,230
2014-2015,16,POTTER COUNTY,Pre-kindergarten,2028
2014-2015,16,POTTER COUNTY,Kindergarten,3016
2014-2015,16,POTTER COUNTY,Grade  1,2992
2014-2015,16,POTTER COUNTY,Grade  2,2927
2014-2015,16,POTTER COUNTY,Grade  3,2791
2014-2015,16,POTTER COUNTY,Grade  4,2840
2014-2015,16,POTTER COUNTY,Grade  5,2766
2014-2015,16,POTTER COUNTY,Grade  6,2620
2014-2015,16,POTTER COUNTY,Grade  7,2591
2014-2015,16,POTTER COUNTY,Grade  8,2673
2014-2015,16,POTTER COUNTY,Grade  9,2735
2014-2015,16,POTTER COUNTY,Grade 10,2533
2014-2015,16,POTTER COUNTY,Grade 11,2390
2014-2015,16,POTTER COUNTY,Grade 12,2138
2014-2015,18,PRESIDIO COUNTY,Early Education,-9999999
2014-2015,18,PRESIDIO COUNTY,Pre-kindergarten,88
2014-2015,18,PRESIDIO COUNTY,Kindergarten,109
2014-2015,18,PRESIDIO COUNTY,Grade  1,126
2014-2015,18,PRESIDIO COUNTY,Grade  2,118
2014-2015,18,PRESIDIO COUNTY,Grade  3,108
2014-2015,18,PRESIDIO COUNTY,Grade  4,132
2014-2015,18,PRESIDIO COUNTY,Grade  5,116
2014-2015,18,PRESIDIO COUNTY,Grade  6,137
2014-2015,18,PRESIDIO COUNTY,Grade  7,121
2014-2015,18,PRESIDIO COUNTY,Grade  8,136
2014-2015,18,PRESIDIO COUNTY,Grade  9,142
2014-2015,18,PRESIDIO COUNTY,Grade 10,155
2014-2015,18,PRESIDIO COUNTY,Grade 11,129
2014-2015,18,PRESIDIO COUNTY,Grade 12,107
2014-2015,7,RAINS COUNTY,Early Education,11
2014-2015,7,RAINS COUNTY,Pre-kindergarten,39
2014-2015,7,RAINS COUNTY,Kindergarten,108
2014-2015,7,RAINS COUNTY,Grade  1,135
2014-2015,7,RAINS COUNTY,Grade  2,121
2014-2015,7,RAINS COUNTY,Grade  3,114
2014-2015,7,RAINS COUNTY,Grade  4,121
2014-2015,7,RAINS COUNTY,Grade  5,128
2014-2015,7,RAINS COUNTY,Grade  6,118
2014-2015,7,RAINS COUNTY,Grade  7,138
2014-2015,7,RAINS COUNTY,Grade  8,115
2014-2015,7,RAINS COUNTY,Grade  9,133
2014-2015,7,RAINS COUNTY,Grade 10,126
2014-2015,7,RAINS COUNTY,Grade 11,124
2014-2015,7,RAINS COUNTY,Grade 12,106
2014-2015,16,RANDALL COUNTY,Early Education,59
2014-2015,16,RANDALL COUNTY,Pre-kindergarten,136
2014-2015,16,RANDALL COUNTY,Kindergarten,691
2014-2015,16,RANDALL COUNTY,Grade  1,699
2014-2015,16,RANDALL COUNTY,Grade  2,729
2014-2015,16,RANDALL COUNTY,Grade  3,695
2014-2015,16,RANDALL COUNTY,Grade  4,699
2014-2015,16,RANDALL COUNTY,Grade  5,733
2014-2015,16,RANDALL COUNTY,Grade  6,767
2014-2015,16,RANDALL COUNTY,Grade  7,701
2014-2015,16,RANDALL COUNTY,Grade  8,734
2014-2015,16,RANDALL COUNTY,Grade  9,766
2014-2015,16,RANDALL COUNTY,Grade 10,699
2014-2015,16,RANDALL COUNTY,Grade 11,699
2014-2015,16,RANDALL COUNTY,Grade 12,612
2014-2015,18,REAGAN COUNTY,Early Education,5
2014-2015,18,REAGAN COUNTY,Pre-kindergarten,58
2014-2015,18,REAGAN COUNTY,Kindergarten,61
2014-2015,18,REAGAN COUNTY,Grade  1,69
2014-2015,18,REAGAN COUNTY,Grade  2,72
2014-2015,18,REAGAN COUNTY,Grade  3,64
2014-2015,18,REAGAN COUNTY,Grade  4,57
2014-2015,18,REAGAN COUNTY,Grade  5,64
2014-2015,18,REAGAN COUNTY,Grade  6,82
2014-2015,18,REAGAN COUNTY,Grade  7,56
2014-2015,18,REAGAN COUNTY,Grade  8,55
2014-2015,18,REAGAN COUNTY,Grade  9,54
2014-2015,18,REAGAN COUNTY,Grade 10,72
2014-2015,18,REAGAN COUNTY,Grade 11,64
2014-2015,18,REAGAN COUNTY,Grade 12,55
2014-2015,20,REAL COUNTY,Early Education,-9999999
2014-2015,20,REAL COUNTY,Kindergarten,23
2014-2015,20,REAL COUNTY,Grade  1,24
2014-2015,20,REAL COUNTY,Grade  2,23
2014-2015,20,REAL COUNTY,Grade  3,33
2014-2015,20,REAL COUNTY,Grade  4,37
2014-2015,20,REAL COUNTY,Grade  5,43
2014-2015,20,REAL COUNTY,Grade  6,34
2014-2015,20,REAL COUNTY,Grade  7,45
2014-2015,20,REAL COUNTY,Grade  8,49
2014-2015,20,REAL COUNTY,Grade  9,35
2014-2015,20,REAL COUNTY,Grade 10,54
2014-2015,20,REAL COUNTY,Grade 11,32
2014-2015,20,REAL COUNTY,Grade 12,36
2014-2015,8,RED RIVER COUNTY,Early Education,6
2014-2015,8,RED RIVER COUNTY,Pre-kindergarten,137
2014-2015,8,RED RIVER COUNTY,Kindergarten,160
2014-2015,8,RED RIVER COUNTY,Grade  1,186
2014-2015,8,RED RIVER COUNTY,Grade  2,156
2014-2015,8,RED RIVER COUNTY,Grade  3,164
2014-2015,8,RED RIVER COUNTY,Grade  4,131
2014-2015,8,RED RIVER COUNTY,Grade  5,145
2014-2015,8,RED RIVER COUNTY,Grade  6,154
2014-2015,8,RED RIVER COUNTY,Grade  7,163
2014-2015,8,RED RIVER COUNTY,Grade  8,164
2014-2015,8,RED RIVER COUNTY,Grade  9,157
2014-2015,8,RED RIVER COUNTY,Grade 10,147
2014-2015,8,RED RIVER COUNTY,Grade 11,166
2014-2015,8,RED RIVER COUNTY,Grade 12,156
2014-2015,18,REEVES COUNTY,Early Education,5
2014-2015,18,REEVES COUNTY,Pre-kindergarten,91
2014-2015,18,REEVES COUNTY,Kindergarten,223
2014-2015,18,REEVES COUNTY,Grade  1,257
2014-2015,18,REEVES COUNTY,Grade  2,224
2014-2015,18,REEVES COUNTY,Grade  3,195
2014-2015,18,REEVES COUNTY,Grade  4,182
2014-2015,18,REEVES COUNTY,Grade  5,176
2014-2015,18,REEVES COUNTY,Grade  6,214
2014-2015,18,REEVES COUNTY,Grade  7,198
2014-2015,18,REEVES COUNTY,Grade  8,183
2014-2015,18,REEVES COUNTY,Grade  9,176
2014-2015,18,REEVES COUNTY,Grade 10,178
2014-2015,18,REEVES COUNTY,Grade 11,161
2014-2015,18,REEVES COUNTY,Grade 12,131
2014-2015,3,REFUGIO COUNTY,Early Education,14
2014-2015,3,REFUGIO COUNTY,Pre-kindergarten,62
2014-2015,3,REFUGIO COUNTY,Kindergarten,96
2014-2015,3,REFUGIO COUNTY,Grade  1,139
2014-2015,3,REFUGIO COUNTY,Grade  2,114
2014-2015,3,REFUGIO COUNTY,Grade  3,108
2014-2015,3,REFUGIO COUNTY,Grade  4,87
2014-2015,3,REFUGIO COUNTY,Grade  5,110
2014-2015,3,REFUGIO COUNTY,Grade  6,92
2014-2015,3,REFUGIO COUNTY,Grade  7,105
2014-2015,3,REFUGIO COUNTY,Grade  8,111
2014-2015,3,REFUGIO COUNTY,Grade  9,115
2014-2015,3,REFUGIO COUNTY,Grade 10,97
2014-2015,3,REFUGIO COUNTY,Grade 11,99
2014-2015,3,REFUGIO COUNTY,Grade 12,94
2014-2015,16,ROBERTS COUNTY,Pre-kindergarten,18
2014-2015,16,ROBERTS COUNTY,Kindergarten,6
2014-2015,16,ROBERTS COUNTY,Grade  1,14
2014-2015,16,ROBERTS COUNTY,Grade  2,20
2014-2015,16,ROBERTS COUNTY,Grade  3,18
2014-2015,16,ROBERTS COUNTY,Grade  4,12
2014-2015,16,ROBERTS COUNTY,Grade  5,15
2014-2015,16,ROBERTS COUNTY,Grade  6,11
2014-2015,16,ROBERTS COUNTY,Grade  7,13
2014-2015,16,ROBERTS COUNTY,Grade  8,20
2014-2015,16,ROBERTS COUNTY,Grade  9,15
2014-2015,16,ROBERTS COUNTY,Grade 10,13
2014-2015,16,ROBERTS COUNTY,Grade 11,21
2014-2015,16,ROBERTS COUNTY,Grade 12,13
2014-2015,6,ROBERTSON COUNTY,Early Education,5
2014-2015,6,ROBERTSON COUNTY,Pre-kindergarten,233
2014-2015,6,ROBERTSON COUNTY,Kindergarten,229
2014-2015,6,ROBERTSON COUNTY,Grade  1,251
2014-2015,6,ROBERTSON COUNTY,Grade  2,265
2014-2015,6,ROBERTSON COUNTY,Grade  3,245
2014-2015,6,ROBERTSON COUNTY,Grade  4,218
2014-2015,6,ROBERTSON COUNTY,Grade  5,240
2014-2015,6,ROBERTSON COUNTY,Grade  6,229
2014-2015,6,ROBERTSON COUNTY,Grade  7,207
2014-2015,6,ROBERTSON COUNTY,Grade  8,259
2014-2015,6,ROBERTSON COUNTY,Grade  9,274
2014-2015,6,ROBERTSON COUNTY,Grade 10,215
2014-2015,6,ROBERTSON COUNTY,Grade 11,197
2014-2015,6,ROBERTSON COUNTY,Grade 12,198
2014-2015,10,ROCKWALL COUNTY,Early Education,122
2014-2015,10,ROCKWALL COUNTY,Pre-kindergarten,357
2014-2015,10,ROCKWALL COUNTY,Kindergarten,1360
2014-2015,10,ROCKWALL COUNTY,Grade  1,1399
2014-2015,10,ROCKWALL COUNTY,Grade  2,1489
2014-2015,10,ROCKWALL COUNTY,Grade  3,1496
2014-2015,10,ROCKWALL COUNTY,Grade  4,1527
2014-2015,10,ROCKWALL COUNTY,Grade  5,1590
2014-2015,10,ROCKWALL COUNTY,Grade  6,1519
2014-2015,10,ROCKWALL COUNTY,Grade  7,1609
2014-2015,10,ROCKWALL COUNTY,Grade  8,1598
2014-2015,10,ROCKWALL COUNTY,Grade  9,1656
2014-2015,10,ROCKWALL COUNTY,Grade 10,1601
2014-2015,10,ROCKWALL COUNTY,Grade 11,1417
2014-2015,10,ROCKWALL COUNTY,Grade 12,1322
2014-2015,15,RUNNELS COUNTY,Early Education,-9999999
2014-2015,15,RUNNELS COUNTY,Pre-kindergarten,111
2014-2015,15,RUNNELS COUNTY,Kindergarten,135
2014-2015,15,RUNNELS COUNTY,Grade  1,152
2014-2015,15,RUNNELS COUNTY,Grade  2,146
2014-2015,15,RUNNELS COUNTY,Grade  3,159
2014-2015,15,RUNNELS COUNTY,Grade  4,164
2014-2015,15,RUNNELS COUNTY,Grade  5,153
2014-2015,15,RUNNELS COUNTY,Grade  6,151
2014-2015,15,RUNNELS COUNTY,Grade  7,169
2014-2015,15,RUNNELS COUNTY,Grade  8,142
2014-2015,15,RUNNELS COUNTY,Grade  9,156
2014-2015,15,RUNNELS COUNTY,Grade 10,145
2014-2015,15,RUNNELS COUNTY,Grade 11,135
2014-2015,15,RUNNELS COUNTY,Grade 12,125
2014-2015,7,RUSK COUNTY,Early Education,30
2014-2015,7,RUSK COUNTY,Pre-kindergarten,351
2014-2015,7,RUSK COUNTY,Kindergarten,625
2014-2015,7,RUSK COUNTY,Grade  1,660
2014-2015,7,RUSK COUNTY,Grade  2,655
2014-2015,7,RUSK COUNTY,Grade  3,650
2014-2015,7,RUSK COUNTY,Grade  4,603
2014-2015,7,RUSK COUNTY,Grade  5,598
2014-2015,7,RUSK COUNTY,Grade  6,599
2014-2015,7,RUSK COUNTY,Grade  7,574
2014-2015,7,RUSK COUNTY,Grade  8,628
2014-2015,7,RUSK COUNTY,Grade  9,668
2014-2015,7,RUSK COUNTY,Grade 10,581
2014-2015,7,RUSK COUNTY,Grade 11,530
2014-2015,7,RUSK COUNTY,Grade 12,538
2014-2015,7,SABINE COUNTY,Pre-kindergarten,86
2014-2015,7,SABINE COUNTY,Kindergarten,102
2014-2015,7,SABINE COUNTY,Grade  1,120
2014-2015,7,SABINE COUNTY,Grade  2,122
2014-2015,7,SABINE COUNTY,Grade  3,110
2014-2015,7,SABINE COUNTY,Grade  4,108
2014-2015,7,SABINE COUNTY,Grade  5,103
2014-2015,7,SABINE COUNTY,Grade  6,122
2014-2015,7,SABINE COUNTY,Grade  7,114
2014-2015,7,SABINE COUNTY,Grade  8,99
2014-2015,7,SABINE COUNTY,Grade  9,127
2014-2015,7,SABINE COUNTY,Grade 10,134
2014-2015,7,SABINE COUNTY,Grade 11,127
2014-2015,7,SABINE COUNTY,Grade 12,97
2014-2015,7,SAN AUGUSTINE COUNTY,Early Education,-9999999
2014-2015,7,SAN AUGUSTINE COUNTY,Pre-kindergarten,94
2014-2015,7,SAN AUGUSTINE COUNTY,Kindergarten,93
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  1,87
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  2,96
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  3,93
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  4,85
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  5,70
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  6,80
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  7,95
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  8,76
2014-2015,7,SAN AUGUSTINE COUNTY,Grade  9,83
2014-2015,7,SAN AUGUSTINE COUNTY,Grade 10,81
2014-2015,7,SAN AUGUSTINE COUNTY,Grade 11,84
2014-2015,7,SAN AUGUSTINE COUNTY,Grade 12,68
2014-2015,6,SAN JACINTO COUNTY,Early Education,-9999999
2014-2015,6,SAN JACINTO COUNTY,Pre-kindergarten,142
2014-2015,6,SAN JACINTO COUNTY,Kindergarten,258
2014-2015,6,SAN JACINTO COUNTY,Grade  1,270
2014-2015,6,SAN JACINTO COUNTY,Grade  2,253
2014-2015,6,SAN JACINTO COUNTY,Grade  3,242
2014-2015,6,SAN JACINTO COUNTY,Grade  4,246
2014-2015,6,SAN JACINTO COUNTY,Grade  5,232
2014-2015,6,SAN JACINTO COUNTY,Grade  6,237
2014-2015,6,SAN JACINTO COUNTY,Grade  7,259
2014-2015,6,SAN JACINTO COUNTY,Grade  8,285
2014-2015,6,SAN JACINTO COUNTY,Grade  9,290
2014-2015,6,SAN JACINTO COUNTY,Grade 10,241
2014-2015,6,SAN JACINTO COUNTY,Grade 11,263
2014-2015,6,SAN JACINTO COUNTY,Grade 12,229
2014-2015,2,SAN PATRICIO COUNTY,Early Education,33
2014-2015,2,SAN PATRICIO COUNTY,Pre-kindergarten,561
2014-2015,2,SAN PATRICIO COUNTY,Kindergarten,1062
2014-2015,2,SAN PATRICIO COUNTY,Grade  1,1166
2014-2015,2,SAN PATRICIO COUNTY,Grade  2,1095
2014-2015,2,SAN PATRICIO COUNTY,Grade  3,1088
2014-2015,2,SAN PATRICIO COUNTY,Grade  4,1122
2014-2015,2,SAN PATRICIO COUNTY,Grade  5,1116
2014-2015,2,SAN PATRICIO COUNTY,Grade  6,1058
2014-2015,2,SAN PATRICIO COUNTY,Grade  7,1123
2014-2015,2,SAN PATRICIO COUNTY,Grade  8,1143
2014-2015,2,SAN PATRICIO COUNTY,Grade  9,1251
2014-2015,2,SAN PATRICIO COUNTY,Grade 10,1036
2014-2015,2,SAN PATRICIO COUNTY,Grade 11,1001
2014-2015,2,SAN PATRICIO COUNTY,Grade 12,898
2014-2015,15,SAN SABA COUNTY,Early Education,-9999999
2014-2015,15,SAN SABA COUNTY,Pre-kindergarten,55
2014-2015,15,SAN SABA COUNTY,Kindergarten,62
2014-2015,15,SAN SABA COUNTY,Grade  1,80
2014-2015,15,SAN SABA COUNTY,Grade  2,81
2014-2015,15,SAN SABA COUNTY,Grade  3,61
2014-2015,15,SAN SABA COUNTY,Grade  4,57
2014-2015,15,SAN SABA COUNTY,Grade  5,69
2014-2015,15,SAN SABA COUNTY,Grade  6,61
2014-2015,15,SAN SABA COUNTY,Grade  7,69
2014-2015,15,SAN SABA COUNTY,Grade  8,77
2014-2015,15,SAN SABA COUNTY,Grade  9,52
2014-2015,15,SAN SABA COUNTY,Grade 10,84
2014-2015,15,SAN SABA COUNTY,Grade 11,71
2014-2015,15,SAN SABA COUNTY,Grade 12,60
2014-2015,15,SCHLEICHER COUNTY,Early Education,6
2014-2015,15,SCHLEICHER COUNTY,Pre-kindergarten,15
2014-2015,15,SCHLEICHER COUNTY,Kindergarten,42
2014-2015,15,SCHLEICHER COUNTY,Grade  1,68
2014-2015,15,SCHLEICHER COUNTY,Grade  2,40
2014-2015,15,SCHLEICHER COUNTY,Grade  3,38
2014-2015,15,SCHLEICHER COUNTY,Grade  4,46
2014-2015,15,SCHLEICHER COUNTY,Grade  5,50
2014-2015,15,SCHLEICHER COUNTY,Grade  6,45
2014-2015,15,SCHLEICHER COUNTY,Grade  7,48
2014-2015,15,SCHLEICHER COUNTY,Grade  8,44
2014-2015,15,SCHLEICHER COUNTY,Grade  9,39
2014-2015,15,SCHLEICHER COUNTY,Grade 10,45
2014-2015,15,SCHLEICHER COUNTY,Grade 11,41
2014-2015,15,SCHLEICHER COUNTY,Grade 12,31
2014-2015,14,SCURRY COUNTY,Early Education,18
2014-2015,14,SCURRY COUNTY,Pre-kindergarten,207
2014-2015,14,SCURRY COUNTY,Kindergarten,275
2014-2015,14,SCURRY COUNTY,Grade  1,284
2014-2015,14,SCURRY COUNTY,Grade  2,239
2014-2015,14,SCURRY COUNTY,Grade  3,259
2014-2015,14,SCURRY COUNTY,Grade  4,242
2014-2015,14,SCURRY COUNTY,Grade  5,268
2014-2015,14,SCURRY COUNTY,Grade  6,223
2014-2015,14,SCURRY COUNTY,Grade  7,235
2014-2015,14,SCURRY COUNTY,Grade  8,247
2014-2015,14,SCURRY COUNTY,Grade  9,261
2014-2015,14,SCURRY COUNTY,Grade 10,235
2014-2015,14,SCURRY COUNTY,Grade 11,197
2014-2015,14,SCURRY COUNTY,Grade 12,196
2014-2015,14,SHACKELFORD COUNTY,Early Education,6
2014-2015,14,SHACKELFORD COUNTY,Pre-kindergarten,21
2014-2015,14,SHACKELFORD COUNTY,Kindergarten,51
2014-2015,14,SHACKELFORD COUNTY,Grade  1,30
2014-2015,14,SHACKELFORD COUNTY,Grade  2,45
2014-2015,14,SHACKELFORD COUNTY,Grade  3,49
2014-2015,14,SHACKELFORD COUNTY,Grade  4,37
2014-2015,14,SHACKELFORD COUNTY,Grade  5,36
2014-2015,14,SHACKELFORD COUNTY,Grade  6,42
2014-2015,14,SHACKELFORD COUNTY,Grade  7,50
2014-2015,14,SHACKELFORD COUNTY,Grade  8,46
2014-2015,14,SHACKELFORD COUNTY,Grade  9,53
2014-2015,14,SHACKELFORD COUNTY,Grade 10,43
2014-2015,14,SHACKELFORD COUNTY,Grade 11,43
2014-2015,14,SHACKELFORD COUNTY,Grade 12,35
2014-2015,7,SHELBY COUNTY,Early Education,19
2014-2015,7,SHELBY COUNTY,Pre-kindergarten,444
2014-2015,7,SHELBY COUNTY,Kindergarten,441
2014-2015,7,SHELBY COUNTY,Grade  1,419
2014-2015,7,SHELBY COUNTY,Grade  2,445
2014-2015,7,SHELBY COUNTY,Grade  3,415
2014-2015,7,SHELBY COUNTY,Grade  4,395
2014-2015,7,SHELBY COUNTY,Grade  5,397
2014-2015,7,SHELBY COUNTY,Grade  6,406
2014-2015,7,SHELBY COUNTY,Grade  7,394
2014-2015,7,SHELBY COUNTY,Grade  8,401
2014-2015,7,SHELBY COUNTY,Grade  9,428
2014-2015,7,SHELBY COUNTY,Grade 10,378
2014-2015,7,SHELBY COUNTY,Grade 11,353
2014-2015,7,SHELBY COUNTY,Grade 12,301
2014-2015,16,SHERMAN COUNTY,Early Education,-9999999
2014-2015,16,SHERMAN COUNTY,Pre-kindergarten,60
2014-2015,16,SHERMAN COUNTY,Kindergarten,73
2014-2015,16,SHERMAN COUNTY,Grade  1,63
2014-2015,16,SHERMAN COUNTY,Grade  2,73
2014-2015,16,SHERMAN COUNTY,Grade  3,57
2014-2015,16,SHERMAN COUNTY,Grade  4,73
2014-2015,16,SHERMAN COUNTY,Grade  5,54
2014-2015,16,SHERMAN COUNTY,Grade  6,62
2014-2015,16,SHERMAN COUNTY,Grade  7,37
2014-2015,16,SHERMAN COUNTY,Grade  8,43
2014-2015,16,SHERMAN COUNTY,Grade  9,57
2014-2015,16,SHERMAN COUNTY,Grade 10,40
2014-2015,16,SHERMAN COUNTY,Grade 11,52
2014-2015,16,SHERMAN COUNTY,Grade 12,43
2014-2015,7,SMITH COUNTY,Early Education,118
2014-2015,7,SMITH COUNTY,Pre-kindergarten,1186
2014-2015,7,SMITH COUNTY,Kindergarten,2768
2014-2015,7,SMITH COUNTY,Grade  1,2940
2014-2015,7,SMITH COUNTY,Grade  2,2967
2014-2015,7,SMITH COUNTY,Grade  3,2899
2014-2015,7,SMITH COUNTY,Grade  4,2869
2014-2015,7,SMITH COUNTY,Grade  5,2860
2014-2015,7,SMITH COUNTY,Grade  6,2898
2014-2015,7,SMITH COUNTY,Grade  7,2759
2014-2015,7,SMITH COUNTY,Grade  8,2895
2014-2015,7,SMITH COUNTY,Grade  9,2870
2014-2015,7,SMITH COUNTY,Grade 10,2593
2014-2015,7,SMITH COUNTY,Grade 11,2345
2014-2015,7,SMITH COUNTY,Grade 12,2166
2014-2015,11,SOMERVELL COUNTY,Early Education,7
2014-2015,11,SOMERVELL COUNTY,Pre-kindergarten,56
2014-2015,11,SOMERVELL COUNTY,Kindergarten,127
2014-2015,11,SOMERVELL COUNTY,Grade  1,121
2014-2015,11,SOMERVELL COUNTY,Grade  2,142
2014-2015,11,SOMERVELL COUNTY,Grade  3,134
2014-2015,11,SOMERVELL COUNTY,Grade  4,136
2014-2015,11,SOMERVELL COUNTY,Grade  5,132
2014-2015,11,SOMERVELL COUNTY,Grade  6,134
2014-2015,11,SOMERVELL COUNTY,Grade  7,128
2014-2015,11,SOMERVELL COUNTY,Grade  8,137
2014-2015,11,SOMERVELL COUNTY,Grade  9,167
2014-2015,11,SOMERVELL COUNTY,Grade 10,157
2014-2015,11,SOMERVELL COUNTY,Grade 11,146
2014-2015,11,SOMERVELL COUNTY,Grade 12,189
2014-2015,1,STARR COUNTY,Early Education,25
2014-2015,1,STARR COUNTY,Pre-kindergarten,1083
2014-2015,1,STARR COUNTY,Kindergarten,1283
2014-2015,1,STARR COUNTY,Grade  1,1297
2014-2015,1,STARR COUNTY,Grade  2,1342
2014-2015,1,STARR COUNTY,Grade  3,1363
2014-2015,1,STARR COUNTY,Grade  4,1283
2014-2015,1,STARR COUNTY,Grade  5,1208
2014-2015,1,STARR COUNTY,Grade  6,1282
2014-2015,1,STARR COUNTY,Grade  7,1272
2014-2015,1,STARR COUNTY,Grade  8,1349
2014-2015,1,STARR COUNTY,Grade  9,1453
2014-2015,1,STARR COUNTY,Grade 10,1204
2014-2015,1,STARR COUNTY,Grade 11,1067
2014-2015,1,STARR COUNTY,Grade 12,1073
2014-2015,14,STEPHENS COUNTY,Early Education,-9999999
2014-2015,14,STEPHENS COUNTY,Pre-kindergarten,74
2014-2015,14,STEPHENS COUNTY,Kindergarten,116
2014-2015,14,STEPHENS COUNTY,Grade  1,111
2014-2015,14,STEPHENS COUNTY,Grade  2,132
2014-2015,14,STEPHENS COUNTY,Grade  3,121
2014-2015,14,STEPHENS COUNTY,Grade  4,106
2014-2015,14,STEPHENS COUNTY,Grade  5,127
